
PARAMETERS
----------
Population size: 50
k (tournament selection): 2
alpha (recombination): 0.6
sigma (mutation): 0.4

Mutation probability: 1.5
Recombination probability: 0.6

BEST RESULT
-----------
Fitness: 0.7473960936406709
Kernels: [57.66919571  9.50502766 73.97549348 50.89032931 29.40913878 30.42637653
 28.05976024 30.68006132]

KERNELS
-------
            
0.74 - [57.79079883092603, 8.328652391030179, 73.37865417018001, 51.15850146516329, 29.999553756805888, 30.227414021330663, 27.762828566563098, 32.01049689758359]
0.744 - [57.63830561636128, 9.07125639465675, 73.43987997148166, 52.106871538526654, 29.765762230219707, 29.886606221621218, 27.750463815137064, 32.15423221689409]
0.744 - [57.390801749957454, 9.41649803948027, 72.4016507494076, 52.725148262568666, 29.85454336942502, 29.601708531011948, 28.127093065681002, 32.86148362774342]
0.747 - [57.66919571457403, 9.505027663491289, 73.97549347705827, 50.89032931324478, 29.409138784858392, 30.426376528448795, 28.059760242385256, 30.68006131836988]
0.733 - [58.76560212861484, 9.978609499264682, 72.25248000397751, 53.377705491932446, 28.290068429578994, 31.178201039624714, 27.208292577062647, 31.948674887410448]
0.744 - [59.00059259576202, 9.21371010800586, 73.50380135890818, 53.13209532462096, 28.87565007519787, 30.27551724815189, 28.988795982186915, 31.34681362298582]
0.74 - [57.38458124090817, 8.479852646886753, 72.63022796618336, 53.001579474893845, 29.92031129037828, 30.17411523663096, 27.374102694665925, 32.45117613550581]
0.746 - [57.90165824915727, 8.786861344203162, 72.99184837105099, 53.73546509977725, 28.72219267827905, 30.92941528991309, 28.043161928729624, 31.87214725886926]
0.745 - [58.247519000033776, 10.157785750304452, 73.17077891269528, 51.39574892086303, 28.709217124547802, 30.40879682216746, 27.52582430054958, 31.676920010742496]
0.744 - [58.19640601510009, 9.788541627660212, 72.9293734373876, 51.11673112016186, 29.505186496903757, 30.993355782329058, 27.32290290922834, 30.947396141782704]
0.745 - [58.20603234574539, 9.787276632283087, 73.49966572358223, 51.81970999203215, 28.71459519078143, 30.102404054421594, 28.85849481020812, 31.88682261730266]
0.744 - [58.04064729599815, 9.526130365846221, 73.27741629153333, 52.07543758984109, 29.114371414059715, 29.541791740452155, 28.458177199942266, 31.19007176189859]
0.742 - [57.43410049485579, 9.087708123251984, 73.24715240534321, 51.4154678062964, 29.55587369760703, 29.661682325056454, 27.804605037976273, 31.756956968477866]
0.742 - [57.27742586990112, 9.399399172031787, 73.37957352278386, 51.43752352272393, 29.966676119630186, 29.511805158313294, 27.801941026952452, 31.990203682662667]
0.744 - [57.505679856331774, 9.061729854931976, 73.74855133419624, 52.88232124269162, 28.80554806410993, 30.557572762538364, 27.774456804278575, 31.28528835572258]
0.735 - [57.66739838868261, 9.619949934462793, 73.09183032707229, 52.29824832964439, 27.907008421778105, 30.233099487373224, 28.000516900211558, 31.83700381578038]
0.735 - [59.795672630269195, 8.132664425160419, 73.08509538252834, 50.88583534233663, 28.273642481446355, 30.29737921437332, 27.441403362640557, 30.29815972789764]
0.745 - [57.806821100179874, 8.303928985826756, 73.73693152662865, 51.84012552318195, 29.412166414401288, 30.493753727116843, 26.97864246793917, 29.7329648713652]
0.739 - [59.39043876011891, 8.433834351139671, 73.03193935444222, 52.35853793458541, 28.4721181604695, 29.47096676850424, 27.03837014829832, 30.307912519808802]
0.743 - [57.87171828695383, 9.502472569353579, 73.59469154043012, 52.350623335244094, 29.958380495585626, 30.45342450510721, 28.407610917965247, 32.61399428762204]
0.747 - [56.805335957310675, 8.975863708388331, 72.66654444709182, 53.662063914336784, 28.99390536906695, 32.24275538512767, 26.791216374760022, 31.450778386618616]
0.744 - [56.28656716977748, 8.522004088373118, 73.2265186565287, 51.407893845401524, 29.659143066353387, 29.91938578301719, 27.768739862592287, 32.51042583969713]
0.745 - [57.673223569432196, 10.131289863030766, 73.13413333169085, 52.375568042642136, 28.688420684704628, 31.26554572508681, 27.75494420965561, 32.86393862037201]
0.745 - [58.24885965911047, 8.973327324655985, 72.6123926508152, 52.209902064163515, 28.879268860665242, 30.82875173247738, 28.095627318035408, 31.97176542909565]
0.746 - [57.675518472080974, 9.656466209105934, 74.21004183209725, 51.18705415559233, 29.43890863471796, 31.44147334181124, 27.491190864270045, 31.073737157959656]
0.743 - [57.557967724043735, 8.568883428619468, 73.78210300269753, 51.70819653541686, 29.315955199439436, 31.39625613228737, 28.574974278989707, 31.72368914758772]
0.74 - [57.3970284381355, 9.51497819945856, 73.40109278520471, 52.38224391541816, 29.732289350263766, 30.65240684388474, 28.515477090735686, 32.001652148337385]
0.745 - [57.63016013572549, 9.109210358027822, 73.2308770745716, 52.71695645587416, 30.163998290377222, 30.300629673881293, 27.97530252802234, 31.922165252991405]
0.745 - [57.79357194092264, 9.482102003009377, 72.76023587359916, 53.13091046444625, 29.446704318795717, 30.908560474714243, 27.082295229988766, 31.079616968328455]
0.746 - [58.22035374247672, 9.19406065841288, 72.64035793397515, 52.686486211025084, 28.542418759019444, 31.108885830915867, 27.80195797409355, 31.34706442894089]
0.743 - [58.76825269876125, 9.78517521335176, 71.98482523942253, 52.37321398103485, 29.022812055103003, 30.67721017492207, 27.67927979488142, 31.457009301377642]
0.744 - [57.925263188411485, 8.742525879744154, 73.74799154542622, 51.76611910448184, 29.69684654165841, 30.335573470503004, 27.512574439138074, 32.19677649021588]
0.747 - [58.15261071398699, 10.326666177033998, 71.70502388211713, 52.83210082413586, 28.72726277616381, 30.697606803102637, 27.09185554356847, 32.13887559623025]
